trajectory_id,environment,model,n_steps_total,critical_failure_module,failure_type,critical_failure_step,mean_memory_length,memory_proportion,memory_variability,mean_reflection_length,reflection_proportion,reflection_variability,mean_plan_length,plan_proportion,plan_variability,extraction_warnings,parse_errors
GPT-4o_013_alfworld_task_013,ALFWorld,gpt-4o,30,reflection,hallucination,14,69.3103448275862,0.23792613636363635,273.6502463054187,123.3103448275862,0.42329545454545453,145.935960591133,95.4,0.3387784090909091,99.42068965517241,,
GPT-4o_014_alfworld_task_014,ALFWorld,gpt-4o,30,reflection,causal_misattribution,2,77.58620689655173,0.2524685816876122,438.53694581280786,125.75862068965517,0.40922351885098746,235.47536945812809,100.5,0.3383078994614004,173.36206896551724,,
GPT-4o_015_alfworld_task_015,ALFWorld,gpt-4o,30,system,environment_error,1,88.55172413793103,0.272843178920527,358.1847290640394,123.86206896551724,0.3816404589885253,175.48029556650246,108.4,0.3455163620909477,242.8,,
GPT-4o_016_alfworld_task_016,ALFWorld,gpt-4o,30,system,step_limit,30,87,0.2925895859909544,600.1428571428571,114.51724137931035,0.38513278441377713,286.1871921182266,92.63333333333334,0.32227762959526846,181.06781609195403,,
GPT-4o_017_alfworld_task_017,ALFWorld,gpt-4o,30,system,environment_error,3,76.17241379310344,0.25225533858627386,272.9334975369458,124.93103448275862,0.41372616192760076,204.35221674876848,97.5,0.3340184994861254,85.5,,
GPT-4o_018_alfworld_task_018,ALFWorld,gpt-4o,30,action,misalignment,4,86.55172413793103,0.2721752331381479,925.8275862068965,127.20689655172414,0.40002168726957277,118.66995073891626,100.76666666666667,0.32780307959227933,97.77126436781609,,
GPT-4o_019_alfworld_task_019,ALFWorld,gpt-4o,30,action,misalignment,7,72.24137931034483,0.27493438320209973,477.83251231527095,107.03448275862068,0.4073490813648294,382.46305418719214,80.7,0.3177165354330709,224.83793103448275,,
GPT-4o_020_alfworld_task_020,ALFWorld,gpt-4o,30,reflection,outcome_misinterpretation,11,72.37931034482759,0.24601500234411627,335.3152709359606,117.51724137931035,0.39943741209563993,553.5443349753695,100.83333333333333,0.3545475855602438,364.6954022988506,,
GPT-4o_021_alfworld_task_021,ALFWorld,gpt-4o,30,system,step_limit,30,81.96551724137932,0.2684056007226739,591.0344827586207,123.62068965517241,0.404810298102981,334.1009852216749,96.46666666666667,0.3267841011743451,164.6712643678161,,
GPT-4o_022_alfworld_task_022,ALFWorld,gpt-4o,30,plan,inefficient_plan,9,78.75862068965517,0.26471951784886416,550.7610837438424,119.82758620689656,0.4027584608252202,323.14778325123154,95.63333333333334,0.33252202132591563,153.96436781609196,,
GPT-4o_023_alfworld_task_023,ALFWorld,gpt-4o,30,memory,memory_retrieval_failure,8,75.44827586206897,0.24982872802009592,267.0418719211823,124.86206896551724,0.4134505594884677,265.3374384236453,98.3,0.3367207124914364,138.63103448275862,,
GPT-4o_024_alfworld_task_024,ALFWorld,gpt-4o,30,reflection,progress_misjudge,9,78.51724137931035,0.27460202604920403,462.83004926108373,113.20689655172414,0.39592378195851424,472.8128078817734,91.06666666666666,0.32947419199228173,273.78850574712646,,
GPT-4o_025_alfworld_task_025,ALFWorld,gpt-4o,30,action,misalignment,12,77.48275862068965,0.2703645770665383,449.615763546798,115,0.4012754181205631,319.2142857142857,90.96666666666667,0.32836000481289856,115.89540229885057,,
GPT-4o_026_alfworld_task_026,ALFWorld,gpt-4o,30,reflection,outcome_misinterpretation,5,69.17241379310344,0.23561193328635188,276.7192118226601,124.75862068965517,0.4249471458773784,459.1896551724138,96.33333333333333,0.3394409208362697,162.64367816091954,,
GPT-4o_027_alfworld_task_027,ALFWorld,gpt-4o,30,memory,over_simplification,3,90.48275862068965,0.2845678342912916,509.6871921182266,123.65517241379311,0.38889491378375446,141.94827586206895,100.36666666666666,0.3265372519249539,91.89540229885057,,
GPT-4o_028_alfworld_task_028,ALFWorld,gpt-4o,30,planning,impossible_action,4,77.3103448275862,0.258951258951259,543.1502463054187,122.86206896551724,0.4115269115269115,76.33743842364532,95.1,0.3295218295218295,85.81724137931035,,
GPT-4o_029_alfworld_task_029,ALFWorld,gpt-4o,30,memory,hallucination,21,71.34482758620689,0.23916310253149925,375.94827586206895,127.82758620689656,0.4285053751011444,146.2192118226601,95.83333333333333,0.33233152236735636,104.2816091954023,,
GPT-4o_030_alfworld_task_030,ALFWorld,gpt-4o,30,plan,constraint_ignorance,4,71.27586206896552,0.27450199203187253,364.4926108374384,106.62068965517241,0.4106241699867198,376.67241379310343,79.03333333333333,0.3148738379814077,213.8264367816092,,
GPT-4o_031_alfworld_task_031,ALFWorld,gpt-4o,30,plan,impossible_action,10,80.27586206896552,0.2596475574392148,437.7068965517241,127.17241379310344,0.41133169752397947,296.86206896551727,98.33333333333333,0.32902074503680573,97.95402298850574,,
GPT-4o_032_alfworld_task_032,ALFWorld,gpt-4o,30,memory,over_simplification,7,83.58620689655173,0.27144456886898094,780.3940886699507,123.03448275862068,0.399552071668533,244.9630541871921,97.93333333333334,0.329003359462486,134.68505747126437,,
GPT-4o_033_alfworld_task_033,ALFWorld,gpt-4o,30,memory,hallucination,10,78.89655172413794,0.26589192330040673,408.66748768472905,121.48275862068965,0.4094131319000581,226.04433497536945,93.13333333333334,0.32469494479953515,135.42988505747127,,
GPT-4o_034_alfworld_task_034,ALFWorld,gpt-4o,30,reflection,progress_misjudge,14,74.34482758620689,0.2532299741602067,270.44827586206895,121.79310344827586,0.4148461357763683,161.0985221674877,94.2,0.33192389006342493,194.16551724137932,,
GPT-4o_035_alfworld_task_035,ALFWorld,gpt-4o,30,reflection,progress_misjudge,24,67.20689655172414,0.24073616600790515,305.16995073891627,116.3103448275862,0.41662549407114624,246.15024630541873,92.46666666666667,0.3426383399209486,237.15402298850574,,
GPT-4o_036_alfworld_task_036,ALFWorld,gpt-4o,30,reflection,progress_misjudge,10,67.37931034482759,0.23426447668145306,271.0295566502463,121.17241379310344,0.4212924109818967,298.86206896551727,95.76666666666667,0.34444311233665026,99.63333333333334,,
GPT-4o_037_alfworld_task_037,ALFWorld,gpt-4o,30,memory,hallucination,2,76.06896551724138,0.24215148188803512,290.4950738916256,131.72413793103448,0.41931942919868276,139.20689655172413,102.8,0.3385290889132821,73.61379310344827,,
GPT-4o_038_alfworld_task_038,ALFWorld,gpt-4o,30,planning,impossible_action,22,82.96551724137932,0.2726036709721278,438.89162561576353,120.06896551724138,0.39451620213007027,169.42364532019704,97.93333333333334,0.33288012689780194,220.68505747126437,,
GPT-4o_039_alfworld_task_039,ALFWorld,gpt-4o,30,memory,over_simplification,4,74.89655172413794,0.2556196304578086,293.95320197044333,118.06896551724138,0.40296575261857126,304.0665024630542,96.7,0.34141461692362013,193.25172413793103,,
GPT-4o_040_alfworld_task_040,ALFWorld,gpt-4o,30,planning,impossible_action,7,74.93103448275862,0.25810666349922795,505.20935960591135,117.17241379310344,0.40361088015203705,405.0049261083744,94.93333333333334,0.338282456348735,252.06436781609196,,
GPT-4o_041_alfworld_task_041,ALFWorld,gpt-4o,30,memory,over_simplification,4,81.89655172413794,0.27099497946143314,535.0246305418719,119.20689655172414,0.39445458694659974,364.09852216748766,97.73333333333333,0.3345504335919671,216.61609195402298,,
GPT-4o_043_alfworld_task_043,ALFWorld,gpt-4o,30,reflection,progress_misjudge,6,76.03448275862068,0.25485436893203883,602.5344827586207,122.93103448275862,0.412043458159963,308.0665024630542,96.06666666666666,0.33310217290799815,285.0298850574713,,
GPT-4o_047_alfworld_task_047,ALFWorld,gpt-4o,30,memory,over_simplification,10,88.58620689655173,0.26585946393459586,509.03694581280786,132.89655172413794,0.39884093966677014,238.73891625615764,108,0.335299596398634,93.86206896551724,,
GPT-4o_048_alfworld_task_048,ALFWorld,gpt-4o,30,reflection,progress_misjudge,26,81.58620689655173,0.2738109015160282,518.1083743842364,118.89655172413794,0.39902789029047564,300.95320197044333,94.23333333333333,0.32716120819349614,209.84022988505748,,
GPT-4o_049_alfworld_task_049,ALFWorld,gpt-4o,30,memory,over_simplification,9,91.48275862068965,0.2776847393761775,763.615763546798,129.75862068965517,0.39386644337450283,187.4039408866995,104.6,0.3284488172493197,174.59310344827585,,
GPT-4o_052_alfworld_task_052,ALFWorld,gpt-4o,30,plan,inefficient_plan,21,77.13793103448276,0.26656339370829363,307.4802955665025,116.79310344827586,0.4035986653956149,325.384236453202,92.26666666666667,0.32983794089609153,76.47816091954023,,
GPT-4o_053_alfworld_task_053,ALFWorld,gpt-4o,30,reflection,outcome_misinterpretation,15,76.62068965517241,0.2587632467683708,359.88669950738915,121.13793103448276,0.4091067893327122,335.4802955665025,95.06666666666666,0.33212996389891697,130.40919540229885,,
GPT-4o_054_alfworld_task_054,ALFWorld,gpt-4o,30,plan,inefficient_plan,24,77.6896551724138,0.2565474834889547,445.0073891625616,120.03448275862068,0.3963789569574129,466.96305418719214,101.6,0.34707355955363245,268.3862068965517,,
GPT-4o_055_alfworld_task_055,ALFWorld,gpt-4o,30,reflection,progress_misjudge,6,69.3103448275862,0.2567049808429119,210.935960591133,110.79310344827586,0.4103448275862069,325.2413793103448,86.9,0.33295019157088124,212.92068965517242,,
GPT-4o_056_alfworld_task_056,ALFWorld,gpt-4o,30,plan,impossible_action,4,81.48275862068965,0.26649374083681066,192.33004926108376,124.51724137931035,0.4072403293109282,113.04433497536945,96.43333333333334,0.3262659298522612,98.66781609195402,,
Llama3.3-70B-Turbo_001_001,ALFWorld,llama-70b,30,plan,,10,119.82758620689656,0.3511874684183931,418.5049261083744,108.96551724137932,0.3193532086912582,288.10591133004925,108.66666666666667,0.3294593228903487,842.5747126436781,,
Llama3.3-70B-Turbo_002_002,ALFWorld,llama-70b,30,plan,,11,105.20689655172414,0.314503659416555,531.0270935960591,110.75862068965517,0.33109988660962786,244.33251231527095,114.6,0.35439645397381714,547.4206896551724,,
Llama3.3-70B-Turbo_003_003,ALFWorld,llama-70b,30,plan,,4,104.03448275862068,0.312351175069883,229.17733990147784,112.96551724137932,0.3391655450874832,526.320197044335,112.2,0.34848327984263383,611.1310344827587,,
Llama3.3-70B-Turbo_004_004,ALFWorld,llama-70b,30,action,,15,125.44827586206897,0.3787610619469027,980.256157635468,102.10344827586206,0.30827693909422177,421.66748768472905,100.2,0.3129619989588756,822.5793103448276,,
Llama3.3-70B-Turbo_005_005,ALFWorld,llama-70b,30,plan,,3,122.37931034482759,0.34859051173755035,708.9581280788177,114.13793103448276,0.3251154110598173,175.6231527093596,110.73333333333333,0.32629407720263237,368.8229885057471,,
Llama3.3-70B-Turbo_006_006,ALFWorld,llama-70b,30,plan,,7,117.37931034482759,0.328920668663639,499.4581280788177,111.93103448275862,0.3136534930911199,196.35221674876848,123.3,0.3574258382452411,1331.7344827586207,,
Llama3.3-70B-Turbo_007_007,ALFWorld,llama-70b,30,plan,,3,106.06896551724138,0.33902788493331865,501.42364532019707,101.03448275862068,0.3229361842830376,254.4630541871921,102.23333333333333,0.3380359307836438,1071.8402298850574,,
Llama3.3-70B-Turbo_008_008,ALFWorld,llama-70b,30,action,,2,105.24137931034483,0.3452098178939034,1696.1896551724137,99.65517241379311,0.3268860988575953,237.23399014778326,96.63333333333334,0.3279040832485013,1171.067816091954,,
Llama3.3-70B-Turbo_009_009,ALFWorld,llama-70b,30,action,,3,109.75862068965517,0.34605348988910634,1007.4039408866995,98.3103448275862,0.30995868667101545,265.7931034482759,105.46666666666667,0.3439878234398782,999.3609195402299,,
Llama3.3-70B-Turbo_010_010,ALFWorld,llama-70b,30,action,,4,119.55172413793103,0.34211565028616536,566.756157635468,108.48275862068965,0.3104401026248273,466.115763546798,117.36666666666666,0.3474442470890073,821.5505747126437,,
Llama3.3-70B-Turbo_011_011,ALFWorld,llama-70b,30,action,,3,110.34482758620689,0.34316353887399464,500.3768472906404,104.13793103448276,0.32386058981233246,268.1231527093596,103.5,0.3329758713136729,939.1551724137931,,
Llama3.3-70B-Turbo_012_012,ALFWorld,llama-70b,30,plan,,24,111.17241379310344,0.3240852432649779,494.9334975369458,113.20689655172414,0.3300160836349015,445.66995073891627,114.7,0.3458986731001206,1101.251724137931,,
Llama3.3-70B-Turbo_013_013,ALFWorld,llama-70b,30,action,,4,115.79310344827586,0.320205969295318,282.2413793103448,118.48275862068965,0.327643749404024,270.115763546798,123.1,0.35215028130065795,986.3,,
Llama3.3-70B-Turbo_014_014,ALFWorld,llama-70b,30,memory,,10,104.79310344827586,0.342963548132265,629.5985221674877,98.37931034482759,0.32197268931271866,150.0295566502463,98.96666666666667,0.33506376255501635,887.9643678160919,,
Llama3.3-70B-Turbo_015_037,ALFWorld,llama-70b,30,action,,2,115.17241379310344,0.343798250128667,551.8620689655172,105.24137931034483,0.3141533710756562,260.6896551724138,110.76666666666667,0.3420483787956768,1044.5988505747127,,
Llama3.3-70B-Turbo_016_043,ALFWorld,llama-70b,30,action,,2,127.20689655172414,0.3437383525903839,708.5270935960591,113.75862068965517,0.3073984345881476,298.4039408866995,124.8,0.3488632128214685,625.2689655172413,,
Llama3.3-70B-Turbo_017_044,ALFWorld,llama-70b,30,plan,,4,111.10344827586206,0.3321649484536082,714.3817733990148,107.27586206896552,0.3207216494845361,300.42118226600985,112.23333333333333,0.34711340206185565,1097.9781609195402,,
Llama3.3-70B-Turbo_018_045,ALFWorld,llama-70b,30,action,,1,101.27586206896552,0.3346627164995442,569.9926108374384,99.34482758620689,0.328281677301732,425.8768472906404,98.6,0.33705560619872377,1451.558620689655,,
Llama3.3-70B-Turbo_019_054,ALFWorld,llama-70b,30,memory,,5,104.86206896551724,0.3284726722834305,255.48029556650246,106.55172413793103,0.3337653920933247,181.82758620689654,104.23333333333333,0.33776193562324475,565.9781609195402,,
Llama3.3-70B-Turbo_020_057,ALFWorld,llama-70b,30,action,,2,113.10344827586206,0.35147878268324045,867.167487684729,100.51724137931035,0.31236605229318476,224.1871921182266,104.56666666666666,0.3361551650235748,611.2885057471265,,
Llama3.3-70B-Turbo_021_059,ALFWorld,llama-70b,30,plan,,3,137.6551724137931,0.36755363226222265,1506.3768472906404,117.03448275862068,0.31249424546542676,448.5344827586207,115.83333333333333,0.3199521222723506,996.6954022988506,,
Llama3.3-70B-Turbo_022_064,ALFWorld,llama-70b,30,reflection,,16,114.55172413793103,0.3436077782374845,1374.756157635468,107.41379310344827,0.3221969383533306,178.89408866995075,107.7,0.3341952834091849,814.7689655172413,,
Llama3.3-70B-Turbo_023_065,ALFWorld,llama-70b,30,memory,,3,113.89655172413794,0.3610625273283778,885.167487684729,97.79310344827586,0.310013117621338,272.884236453202,100.3,0.3289243550502842,644.7689655172413,,
Qwen3-8B_001_id_1___chat_b000_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,system,step_limit,30,73.44827586206897,0.3726382085374388,238.4704433497537,58.93103448275862,0.2989853044086774,107.06650246305419,62.56666666666667,0.32837648705388384,82.7367816091954,,
Qwen3-8B_002_id_2___chat_b000_t00_e04-7e3c13ba,ALFWorld,qwen3-8b,30,plan,inefficient_plan,5,83.75862068965517,0.4080981182795699,221.33251231527095,61.86206896551724,0.3014112903225806,117.4088669950739,57.63333333333333,0.29049059139784944,132.24022988505746,,
Qwen3-8B_003_id_3___chat_b001_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,plan,inefficient_plan,4,78.75862068965517,0.3705386112913692,188.76108374384236,70.51724137931035,0.331765087605451,318.4729064039409,61.166666666666664,0.29769630110317974,168.00574712643677,,
Qwen3-8B_004_id_4___chat_b001_t00_e02-1e119842,ALFWorld,qwen3-8b,30,system,step_limit,30,68.24137931034483,0.34573724668064293,115.26108374384236,63.206896551724135,0.320230607966457,159.74137931034483,63.733333333333334,0.33403214535290005,177.9264367816092,,
Qwen3-8B_005_id_5___chat_b004_t00_e02-1e119842,ALFWorld,qwen3-8b,30,system,step_limit,30,63.241379310344826,0.3745150091892996,70.04679802955665,50.10344827586207,0.29671227282009394,80.95320197044335,53.666666666666664,0.3287727179906065,127.54022988505747,,
Qwen3-8B_006_id_6___chat_b004_t00_e03-d2034edc,ALFWorld,qwen3-8b,30,plan,inefficient_plan,1,64.93103448275862,0.3540139123895469,169.2807881773399,55.51724137931034,0.30268847527730774,133.25862068965517,60.86666666666667,0.3432976123331453,552.3954022988506,,
Qwen3-8B_007_id_7___chat_b005_t00_e00-d3248f80,ALFWorld,qwen3-8b,30,system,step_limit,30,65.55172413793103,0.34759553848966906,127.1847290640394,58.241379310344826,0.3088315962698848,82.26108374384236,62.63333333333333,0.34357286524044617,160.58505747126438,,
Qwen3-8B_008_id_8___chat_b005_t00_e00-d3248f80,ALFWorld,qwen3-8b,30,reflection,outcome_misinterpretation,3,65.55172413793103,0.34759553848966906,127.1847290640394,58.241379310344826,0.3088315962698848,82.26108374384236,62.63333333333333,0.34357286524044617,160.58505747126438,,
Qwen3-8B_009_id_9___chat_b005_t00_e03-d2034edc,ALFWorld,qwen3-8b,30,system,,30,66.37931034482759,0.3491746780337384,103.0295566502463,58.3448275862069,0.306910937783421,154.30541871921181,63.2,0.34391438418284054,100.64827586206897,,
Qwen3-8B_010_id_10___chat_b005_t00_e04-7e3c13ba,ALFWorld,qwen3-8b,30,plan,inefficient_plan,13,64.3103448275862,0.33773994929373413,182.7216748768473,61.58620689655172,0.3234335385729808,302.39408866995075,62.36666666666667,0.338826512133285,181.68850574712644,,
Qwen3-8B_011_id_11___chat_b006_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,system,,30,64.65517241379311,0.3593330778075891,170.01970443349754,55.241379310344826,0.3070141816788041,136.47536945812809,58.03333333333333,0.33365274051360677,111.27471264367816,,
Qwen3-8B_012_id_12___chat_b006_t00_e02-1e119842,ALFWorld,qwen3-8b,30,reflection,progress_misjudge,8,66.06896551724138,0.36246689368142265,128.20935960591132,62.275862068965516,0.3416572077185017,102.99261083743842,52.13333333333333,0.2958758986000757,248.46436781609196,,
Qwen3-8B_013_id_13___chat_b007_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,plan,constraint_ignorance,8,77.17241379310344,0.3734356749541131,340.64778325123154,70.51724137931035,0.34123143667612216,381.7586206896552,57,0.2853328883697647,471.58620689655174,,
Qwen3-8B_014_id_14___chat_b007_t00_e02-1e119842,ALFWorld,qwen3-8b,30,plan,inefficient_plan,11,68.48275862068965,0.37542533081285445,208.33004926108376,55.55172413793103,0.3045368620037807,83.89901477832512,56.43333333333333,0.32003780718336483,131.84022988505748,,
Qwen3-8B_015_id_15___chat_b008_t00_e00-d3248f80,ALFWorld,qwen3-8b,30,system,step_limit,30,59.41379310344828,0.33488824101069,99.46551724137932,56.55172413793103,0.31875607385811466,142.75615763546799,59.4,0.34635568513119536,167.00689655172414,,
Qwen3-8B_016_id_16___chat_b008_t00_e03-d2034edc,ALFWorld,qwen3-8b,30,reflection,outcome_misinterpretation,3,69.96551724137932,0.3723619012662874,209.10591133004925,57.275862068965516,0.3048265736832446,122.56403940886699,58.63333333333333,0.32281152505046795,120.72298850574713,,
Qwen3-8B_017_id_17___chat_b009_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,reflection,outcome_misinterpretation,10,81.17241379310344,0.39338235294117646,242.79064039408868,65.13793103448276,0.31567513368983957,246.83743842364532,58.03333333333333,0.29094251336898397,248.1712643678161,,
Qwen3-8B_018_id_18___chat_b009_t00_e03-d2034edc,ALFWorld,qwen3-8b,30,reflection,causal_misattribution,4,79.20689655172414,0.39768005540166207,129.45566502463055,61.3448275862069,0.30799861495844877,93.80541871921183,56.666666666666664,0.2943213296398892,94.64367816091954,,
Qwen3-8B_019_id_19___chat_b012_t00_e00-d3248f80,ALFWorld,qwen3-8b,30,plan,constraint_ignorance,6,66.27586206896552,0.35169258920402563,135.7783251231527,59.44827586206897,0.31546203110704485,150.61330049261085,60.63333333333333,0.3328453796889296,229.55057471264368,,
Qwen3-8B_020_id_20___chat_b012_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,action,invalid_action,22,69.6896551724138,0.3674545454545455,292.07881773399015,59.03448275862069,0.31127272727272726,134.82019704433498,58.9,0.32127272727272727,234.43793103448274,,
Qwen3-8B_021_id_21___chat_b012_t00_e02-1e119842,ALFWorld,qwen3-8b,30,plan,inefficient_plan,5,61.03448275862069,0.3357996585088219,81.32019704433498,57.724137931034484,0.3175867956744451,142.064039408867,60.9,0.3466135458167331,166.50689655172414,,
Qwen3-8B_022_id_22___chat_b012_t00_e04-7e3c13ba,ALFWorld,qwen3-8b,30,reflection,causal_misattribution,5,78.48275862068965,0.3961705831157528,183.61576354679804,56.03448275862069,0.2828546562228024,126.17733990147784,61.46666666666667,0.32097476066144476,132.74022988505746,,
Qwen3-8B_023_id_23___chat_b013_t00_e00-d3248f80,ALFWorld,qwen3-8b,30,plan,inefficient_plan,4,73.17241379310344,0.38220461095100866,183.43349753694582,56.41379310344828,0.2946685878962536,91.60837438423646,59.8,0.32312680115273773,102.8551724137931,,
Qwen3-8B_024_id_24___chat_b013_t00_e01-5b8f974f,ALFWorld,qwen3-8b,30,system,step_limit,30,63.793103448275865,0.34624742653939733,211.45566502463055,57.48275862068966,0.31199700542766234,135.9729064039409,60.86666666666667,0.34175556803294027,328.53333333333336,,
Qwen3-8B_025_id_25___chat_b013_t00_e03-d2034edc,ALFWorld,qwen3-8b,30,plan,constraint_ignorance,26,72.37931034482759,0.36843952957697035,254.5295566502463,62.241379310344826,0.31683342109882395,199.33251231527095,59.766666666666666,0.3147270493242057,103.35747126436782,,
Qwen3-8B_026_id_26___chat_b014_t00_e04-7e3c13ba,ALFWorld,qwen3-8b,30,plan,inefficient_plan,1,70.62068965517241,0.36331381940748625,162.60098522167488,60.10344827586207,0.30920702501330494,99.8103448275862,61.53333333333333,0.3274791555792088,65.9816091954023,,
Qwen3-8B_027_id_27___chat_b015_t00_e02-1e119842,ALFWorld,qwen3-8b,30,reflection,,23,73.03448275862068,0.3598980458793543,269.39162561576353,65.10344827586206,0.3208156329651657,183.0960591133005,62.63333333333333,0.31928632115548006,185.61954022988505,,
GPT-4o_001_memory_b000_t00_e00-7743eba0,GAIA,gpt-4o,30,planning,inefficient_plan,5,97.46428571428571,0.36449846400427405,231.29497354497354,83.07142857142857,0.310671831174035,101.77248677248677,83.86206896551724,0.32482970482169093,191.33743842364532,,
GPT-4o_002_memory_b000_t00_e01-7ab08a46,GAIA,gpt-4o,30,action,misalignment,3,93.85714285714286,0.32609504901352526,923.7566137566138,95.89285714285714,0.33316788683459486,308.39550264550263,94.6896551724138,0.3407370641518799,185.86453201970443,,
GPT-4o_003_memory_b000_t00_e03-21a3a421,GAIA,gpt-4o,1,planning,inefficient_plan,3,,0.0,,,0.0,,92,1.0,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND,
GPT-4o_004_memory_b000_t00_e04-5e8c1dcf,GAIA,gpt-4o,1,planning,constraint_ignorance,1,,0.0,,,0.0,,150,1.0,,NO_MEMORY_TAGS_FOUND;NO_REFLECTION_TAGS_FOUND,
GPT-4o_005_memory_b000_t00_e05-c9015705,GAIA,gpt-4o,5,planning,inefficient_plan,1,67.25,0.30919540229885056,620.9166666666666,67.5,0.3103448275862069,125.66666666666667,82.75,0.38045977011494253,992.9166666666666,,
GPT-4o_006_memory_b000_t00_e06-71f77595,GAIA,gpt-4o,22,memory,over_simplification,3,64.38095238095238,0.2829043732998535,168.54761904761904,83.19047619047619,0.36555764804352375,181.86190476190475,76.36363636363636,0.35153797865662273,226.05194805194805,,
GPT-4o_007_memory_b000_t00_e08-f572f2ad,GAIA,gpt-4o,4,memory,over_simplification,2,67.66666666666667,0.2827298050139276,186.33333333333334,75.33333333333333,0.3147632311977716,114.33333333333333,96.33333333333333,0.4025069637883008,161.33333333333334,,
GPT-4o_008_memory_b000_t00_e09-f0557a9f,GAIA,gpt-4o,30,planning,impossible_action,5,101.35714285714286,0.3588770864946889,230.9047619047619,90.10714285714286,0.3190440060698027,49.21031746031746,87.82758620689656,0.3220789074355083,102.64778325123153,,
GPT-4o_009_memory_b001_t00_e01-7ab08a46,GAIA,gpt-4o,17,planning,inefficient_plan,8,94.3125,0.3760279092947919,197.5625,79.125,0.3154747072015948,161.85,77.375,0.3084973835036133,333.45,,
GPT-4o_010_memory_b001_t00_e02-8d639e26,GAIA,gpt-4o,30,planning,impossible_action,4,107.57142857142857,0.39673340358271864,216.994708994709,80.53571428571429,0.2970231822971549,67.66534391534391,80.17241379310344,0.30624341412012646,65.36206896551724,,
